date|time|description|vendor|amount
2025-12-02|05:37:54|Monthly Subscription|Steam|-252.86
2025-12-03|04:56:47|Fuel|Apple|-263.74
2025-12-04|07:41:02|Dinner|Netflix|-183.98
2025-12-04|07:45:55|Cash Deposit|Dividend Payment|4407.7
2025-12-11|13:36:36|Bi-weekly Salary|Bonus Payout|2338.96
2025-12-11|14:00:43|Coffee|Shell|-299.97
2025-12-14|05:02:23|Office Supplies|Home Depot|-400.0
2025-12-16|09:30:17|Invoice Paid|Rental Income|1967.15
2025-12-19|16:51:04|Software License|Starbucks|-406.19
2025-12-20|10:57:21|Hardware Upgrade|Home Depot|-115.02
2025-12-21|03:16:45|Coffee|Costco|-224.06
2025-12-21|14:02:16|Hardware Upgrade|Uber|-441.44
2025-12-22|09:13:52|Cloud Storage|Starbucks|-283.15
2025-12-23|18:16:36|Fuel|Apple|-121.49
2025-12-23|22:31:33|Bi-weekly Salary|Freelance Work|1774.52
2025-12-27|21:45:28|Coffee|Steam|-364.3
2025-12-31|18:36:44|Coffee|Uber|-226.97
2026-01-02|12:27:26|Reimbursement|Tax Refund|3907.44
2026-01-02|14:39:22|Coffee|Apple|-422.2
2026-01-03|14:14:45|Invoice Paid|Standard Payroll|1037.52
2026-01-05|22:39:38|Dinner|Target|-298.84
2026-01-06|03:12:55|Cloud Storage|Uber|-152.67
2026-01-08|17:40:12|Groceries|Walmart|-11.78
2026-01-10|21:20:11|Contract Milestone|Rental Income|4550.18
2026-01-12|03:14:00|Groceries|Walmart|-46.59
2026-01-12|03:34:08|Cloud Storage|Netflix|-136.61
2026-01-13|16:35:50|Cash Deposit|Dividend Payment|2205.83
2026-01-14|17:18:02|Quarterly Bonus|Standard Payroll|3689.99
2026-01-17|03:38:12|Reimbursement|Freelance Work|2939.75
2026-01-24|01:08:23|Office Supplies|Uber|-236.53
2026-01-25|19:59:17|Dinner|Home Depot|-251.79
2026-01-25|22:12:15|Office Supplies|McDonalds|-371.28
2026-01-26|19:51:49|Fuel|Shell|-274.67
2026-01-27|02:33:24|Commute|Costco|-277.76
2026-01-29|01:44:21|Office Supplies|Costco|-78.74
2026-02-02|10:50:36|Fuel|Walmart|-112.08
2026-02-05|05:46:44|Reimbursement|Standard Payroll|2417.28
2026-02-11|15:32:12|Hardware Upgrade|Shell|-358.43
2026-02-13|02:26:24|Groceries|Starbucks|-229.9
2026-02-13|16:39:24|Coffee|Shell|-12.71
2026-02-13|20:56:06|Coffee|Costco|-303.95
2026-02-14|22:53:50|Invoice Paid|Dividend Payment|4504.6
2026-02-15|13:10:05|Dinner|Amazon|-207.67
2026-02-16|09:56:12|Dinner|Costco|-390.46
2026-02-17|19:19:29|Dinner|Uber|-432.75
2026-02-18|05:10:48|Monthly Subscription|Walmart|-235.57
2026-02-21|03:59:01|Fuel|McDonalds|-325.87
2026-02-21|06:11:30|Coffee|Best Buy|-452.5
2026-02-22|15:17:28|Quarterly Bonus|Interest Credit|1472.76
2026-02-23|12:52:36|Quarterly Bonus|Tax Refund|1554.23
2026-02-25|08:03:07|Fuel|Target|-374.08
2026-03-02|17:12:00|Dinner|Shell|-155.74
2026-03-03|03:08:59|Coffee|McDonalds|-253.08
2026-03-06|10:44:30|Fuel|Amazon|-320.09
2026-03-07|11:18:37|Investment Return|Standard Payroll|3604.21
2026-03-07|16:48:17|Bi-weekly Salary|Bonus Payout|1552.22
2026-03-08|00:42:03|Reimbursement|Dividend Payment|737.83
2026-03-10|23:02:22|Software License|Best Buy|-154.6
2026-03-12|17:31:28|Hardware Upgrade|Adobe|-344.61
2026-03-13|11:53:44|Software License|Starbucks|-197.23
2026-03-13|15:02:09|Dinner|Netflix|-85.49
2026-03-14|01:01:16|Dinner|Steam|-322.62
2026-03-14|14:49:38|Invoice Paid|Standard Payroll|2343.6
2026-03-20|12:28:19|Invoice Paid|Vertex Logistics|837.34
2026-03-24|23:12:39|Dinner|Costco|-250.2
2026-03-26|17:26:36|Dinner|Target|-188.0
2026-03-30|17:58:18|Monthly Subscription|McDonalds|-351.95
2026-04-04|19:38:04|Fuel|Costco|-104.01
2026-04-07|08:51:41|Investment Return|Dividend Payment|4284.55
2026-04-13|22:34:14|Monthly Subscription|Apple|-375.42
2026-04-16|23:56:18|Commute|Costco|-321.23
2026-04-17|10:13:00|Monthly Subscription|Adobe|-205.4
2026-04-21|10:45:21|Fuel|Home Depot|-323.94
2026-04-22|17:57:33|Cash Deposit|Vertex Logistics|4143.76
